  0.466695333047E+00  0.135315096013E-01  0.462216059866E+01  0.466017158478E+01
  0.466723476045E+00  0.154432116162E-01  0.462766469848E+01  0.465675167089E+01
  0.466751619042E+00  0.173676099391E-01  0.463321806348E+01  0.465344262108E+01
  0.466779762040E+00  0.193047450216E-01  0.463882127104E+01  0.465024276022E+01
  0.466807905038E+00  0.212546533096E-01  0.464447490554E+01  0.464715045483E+01
  0.466836048036E+00  0.232173669229E-01  0.465017955843E+01  0.464416411280E+01
  0.466864191034E+00  0.251929133165E-01  0.465593582826E+01  0.464128218293E+01
  0.466892334032E+00  0.271813149178E-01  0.466174432075E+01  0.463850315457E+01
  0.466920477029E+00  0.291825887345E-01  0.466760564881E+01  0.463582555717E+01
  0.466948620027E+00  0.311967459425E-01  0.467352043261E+01  0.463324795976E+01
  0.466976763025E+00  0.332237914361E-01  0.467948929960E+01  0.463076897052E+01
  0.467004906023E+00  0.352637233508E-01  0.468551288456E+01  0.462838723623E+01
  0.467033049021E+00  0.373165325498E-01  0.469159182959E+01  0.462610144172E+01
  0.467061192019E+00  0.393822020718E-01  0.469772678423E+01  0.462391030937E+01
  0.467089335016E+00  0.414607065430E-01  0.470391840540E+01  0.462181259850E+01
  0.467117478014E+00  0.435520115398E-01  0.471016735746E+01  0.461980710486E+01
  0.467145621012E+00  0.456560729076E-01  0.471647431224E+01  0.461789265999E+01
  0.467173764010E+00  0.477728360266E-01  0.472283994903E+01  0.461606813070E+01
  0.467201907008E+00  0.499022350236E-01  0.472926495461E+01  0.461433241848E+01
  0.467230050006E+00  0.520441919190E-01  0.473575002323E+01  0.461268445889E+01
  0.467258193003E+00  0.541986157162E-01  0.474229585667E+01  0.461112322101E+01
  0.467286336001E+00  0.563654014114E-01  0.474890316414E+01  0.460964770683E+01
  0.467314478999E+00  0.585444289296E-01  0.475557266239E+01  0.460825695072E+01
  0.467342621997E+00  0.607355619767E-01  0.476230507557E+01  0.460695001883E+01
  0.467370764995E+00  0.629386467941E-01  0.476910113531E+01  0.460572600850E+01
  0.467398907993E+00  0.651535108209E-01  0.477596158062E+01  0.460458404776E+01
  0.467427050990E+00  0.673799612380E-01  0.478288715790E+01  0.460352329472E+01
  0.467455193988E+00  0.696177833953E-01 -0.149330668630E+01  0.460254293704E+01
  0.467483336986E+00  0.718667391072E-01 -0.148624857660E+01  0.460164219139E+01
  0.467511479984E+00  0.741265647986E-01 -0.147912305197E+01  0.460082030294E+01
  0.467539622982E+00  0.763969694998E-01 -0.147192933701E+01  0.460007654479E+01
  0.467567765980E+00  0.786776326591E-01 -0.146466664926E+01  0.459941021751E+01
  0.467595908977E+00  0.809682017667E-01 -0.145733419925E+01  0.459882064856E+01
  0.467624051975E+00  0.832682897655E-01 -0.144993119062E+01  0.459830719188E+01
  0.467652194973E+00  0.855774722248E-01 -0.144245682022E+01  0.459786922733E+01
  0.467680337971E+00  0.878952842625E-01 -0.143491027821E+01  0.459750616026E+01
  0.467708480969E+00  0.902212171734E-01 -0.142729074819E+01  0.459721742101E+01
  0.467736623967E+00  0.925547147434E-01 -0.141959740736E+01  0.459700246444E+01
  0.467764766964E+00  0.948951692105E-01 -0.141182942665E+01  0.459686076953E+01
  0.467792909962E+00  0.972419168352E-01 -0.140398597088E+01  0.459679183889E+01
