  0.466695333047E+00 -0.205641171217E-01 -0.693288875947E-01 -0.880598063258E-01
  0.466723476045E+00 -0.203244916791E-01 -0.692468749506E-01 -0.902387144075E-01
  0.466751619042E+00 -0.200841668351E-01 -0.691651286780E-01 -0.924673401912E-01
  0.466779762040E+00 -0.198431554198E-01 -0.690836646834E-01 -0.947466286484E-01
  0.466807905038E+00 -0.196014708691E-01 -0.690024993605E-01 -0.970775431086E-01
  0.466836048036E+00 -0.193591272450E-01 -0.689216496032E-01 -0.994610655996E-01
  0.466864191034E+00 -0.191161392553E-01 -0.688411328191E-01 -0.101898197196E+00
  0.466892334032E+00 -0.188725222748E-01 -0.687609669427E-01 -0.104389958375E+00
  0.466920477029E+00 -0.186282923670E-01 -0.686811704498E-01 -0.106937389365E+00
  0.466948620027E+00 -0.183834663055E-01 -0.686017623714E-01 -0.109541550520E+00
  0.466976763025E+00 -0.181380615977E-01 -0.685227623083E-01 -0.112203522676E+00
  0.467004906023E+00 -0.178920965073E-01 -0.684441904466E-01 -0.114924407529E+00
  0.467033049021E+00 -0.176455900794E-01 -0.683660675721E-01 -0.117705328004E+00
  0.467061192019E+00 -0.173985621650E-01 -0.682884150867E-01 -0.120547428638E+00
  0.467089335016E+00 -0.171510334460E-01 -0.682112550240E-01 -0.123451875964E+00
  0.467117478014E+00 -0.169030254626E-01 -0.681346100656E-01 -0.126419858895E+00
  0.467145621012E+00 -0.166545606396E-01 -0.680585035583E-01 -0.129452589117E+00
  0.467173764010E+00 -0.164056623146E-01 -0.679829595307E-01 -0.132551301486E+00
  0.467201907008E+00 -0.161563547668E-01 -0.679080027109E-01 -0.135717254422E+00
  0.467230050006E+00 -0.159066632465E-01 -0.678336585445E-01 -0.138951730307E+00
  0.467258193003E+00 -0.156566140050E-01 -0.677599532126E-01 -0.142256035897E+00
  0.467286336001E+00 -0.154062343266E-01 -0.676869136507E-01 -0.145631502722E+00
  0.467314478999E+00 -0.151555525598E-01 -0.676145675678E-01 -0.149079487499E+00
  0.467342621997E+00 -0.149045981513E-01 -0.675429434657E-01 -0.152601372536E+00
  0.467370764995E+00 -0.146534016791E-01 -0.674720706591E-01 -0.156198566149E+00
  0.467398907993E+00 -0.144019948880E-01 -0.674019792957E-01 -0.159872503074E+00
  0.467427050990E+00 -0.141504107248E-01 -0.673327003771E-01 -0.163624644882E+00
  0.467455193988E+00 -0.138986833757E-01 -0.672642657801E-01 -0.167456480392E+00
  0.467483336986E+00 -0.136468483035E-01 -0.671967082778E-01 -0.171369526086E+00
  0.467511479984E+00 -0.133949422874E-01 -0.671300615624E-01 -0.175365326519E+00
  0.467539622982E+00 -0.131430034618E-01 -0.670643602668E-01 -0.179445454740E+00
  0.467567765980E+00 -0.128910713578E-01 -0.669996399881E-01 -0.183611512694E+00
  0.467595908977E+00 -0.126391869450E-01 -0.669359373107E-01 -0.187865131637E+00
  0.467624051975E+00 -0.123873926750E-01 -0.668732898301E-01 -0.192207972539E+00
  0.467652194973E+00 -0.121357325251E-01 -0.668117361771E-01 -0.196641726480E+00
  0.467680337971E+00 -0.118842520442E-01 -0.667513160425E-01 -0.201168115059E+00
  0.467708480969E+00 -0.116329983985E-01 -0.666920702020E-01 -0.205788890776E+00
  0.467736623967E+00 -0.113820204202E-01 -0.666340405419E-01 -0.210505837423E+00
  0.467764766964E+00 -0.111313686556E-01 -0.665772700846E-01 -0.215320770459E+00
  0.467792909962E+00 -0.108810954151E-01 -0.665218030156E-01 -0.220235537387E+00
