  0.459350010613E+00 -0.197190487645E+00  0.389639854865E+01  0.430237955852E+00
  0.459378153611E+00 -0.196747094740E+00  0.389752794062E+01  0.429125278115E+00
  0.459406296608E+00 -0.196302076419E+00  0.389866217115E+01  0.427998368583E+00
  0.459434439606E+00 -0.195855419475E+00  0.389980126999E+01  0.426856991169E+00
  0.459462582604E+00 -0.195407110518E+00  0.390094526705E+01  0.425700904986E+00
  0.459490725602E+00 -0.194957135971E+00  0.390209419238E+01  0.424529864241E+00
  0.459518868600E+00 -0.194505482075E+00  0.390324807622E+01  0.423343618125E+00
  0.459547011598E+00 -0.194052134882E+00  0.390440694897E+01  0.422141910701E+00
  0.459575154595E+00 -0.193597080262E+00  0.390557084120E+01  0.420924480788E+00
  0.459603297593E+00 -0.193140303901E+00  0.390673978367E+01  0.419691061842E+00
  0.459631440591E+00 -0.192681791297E+00  0.390791380733E+01  0.418441381837E+00
  0.459659583589E+00 -0.192221527767E+00  0.390909294330E+01  0.417175163143E+00
  0.459687726587E+00 -0.191759498442E+00  0.391027722290E+01  0.415892122390E+00
  0.459715869585E+00 -0.191295688271E+00  0.391146667767E+01  0.414591970344E+00
  0.459744012582E+00 -0.190830082017E+00  0.391266133934E+01  0.413274411770E+00
  0.459772155580E+00 -0.190362664259E+00  0.391386123985E+01  0.411939145293E+00
  0.459800298578E+00 -0.189893419397E+00  0.391506641134E+01  0.410585863259E+00
  0.459828441576E+00 -0.189422331645E+00  0.391627688622E+01  0.409214251587E+00
  0.459856584574E+00 -0.188949385033E+00  0.391749269707E+01  0.407823989616E+00
  0.459884727571E+00 -0.188474563413E+00  0.391871387674E+01  0.406414749961E+00
  0.459912870569E+00 -0.187997850452E+00  0.391994045830E+01  0.404986198345E+00
  0.459941013567E+00 -0.187519229637E+00  0.392117247508E+01  0.403537993442E+00
  0.459969156565E+00 -0.187038684273E+00  0.392240996064E+01  0.402069786712E+00
  0.459997299563E+00 -0.186556197484E+00  0.392365294881E+01  0.400581222228E+00
  0.460025442561E+00 -0.186071752216E+00  0.392490147369E+01  0.399071936498E+00
  0.460053585558E+00 -0.185585331232E+00  0.392615556962E+01  0.397541558290E+00
  0.460081728556E+00 -0.185096917119E+00  0.392741527123E+01  0.395989708444E+00
  0.460109871554E+00 -0.184606492281E+00  0.392868061344E+01  0.394415999684E+00
  0.460138014552E+00 -0.184114038946E+00  0.392995163144E+01  0.392820036418E+00
  0.460166157550E+00 -0.183619539164E+00  0.393122836072E+01  0.391201414545E+00
  0.460194300548E+00 -0.183122974807E+00  0.393251083708E+01  0.389559721241E+00
  0.460222443545E+00 -0.182624327568E+00  0.393379909660E+01  0.387894534754E+00
  0.460250586543E+00 -0.182123578967E+00  0.393509317569E+01  0.386205424183E+00
  0.460278729541E+00 -0.181620710344E+00  0.393639311109E+01  0.384491949258E+00
  0.460306872539E+00 -0.181115702865E+00  0.393769893984E+01  0.382753660108E+00
  0.460335015537E+00 -0.180608537521E+00  0.393901069933E+01  0.380990097026E+00
