  0.161223725210E-04 -0.291864569357E-15  0.161219833598E-04  0.311515368757E-15
  0.110291211713E-04 -0.406721196620E-15  0.110288501953E-04 -0.485122140707E-15
  0.215112613321E-05 -0.771522896923E-16  0.215105595836E-05 -0.627480140003E-15
 -0.510529054930E-05 -0.697077832355E-15 -0.510495891553E-05 -0.159677087714E-15
 -0.296125677462E-05 -0.387160433657E-16 -0.296101162776E-05 -0.641960793307E-16
 -0.726096915240E-06  0.279470727352E-15 -0.726028824571E-06 -0.923067197728E-16
  0.616657211386E-05 -0.672110722370E-15  0.616636246592E-05  0.183327666414E-14
 -0.140910367865E-04  0.162088997001E-14 -0.140900728378E-04  0.139034360341E-14
  0.104031070336E-05  0.411610046622E-14  0.104004079153E-05 -0.565774305801E-14
 -0.193231701457E-04  0.116446540014E-14 -0.193214334415E-04 -0.143070872161E-14
 -0.122569267462E-04  0.143808410897E-14 -0.122559012187E-04  0.197844943298E-14
 -0.236824920215E-05  0.256227381379E-15 -0.236798415813E-05  0.242108584162E-14
  0.556558448189E-05  0.238311406468E-14  0.556461054486E-05  0.163181273378E-15
  0.497756996459E-05 -0.749489741610E-15  0.497696305704E-05 -0.166145087614E-15
 -0.798527576811E-06  0.325512141820E-13 -0.801415943014E-06 -0.316447999461E-13
  0.336741690405E-05 -0.389332703695E-15  0.336787185978E-05  0.446841337746E-15
  0.690510345563E-06 -0.708418224622E-15  0.690454331641E-06  0.339126080271E-15
  0.174767066586E-05 -0.513854326295E-15  0.174810043575E-05  0.114989170275E-14
 -0.168460661676E-05 -0.204407652778E-15 -0.168426082459E-05  0.462620293365E-15
 -0.428272402166E-05  0.241767663522E-14 -0.428152337654E-05 -0.501274515575E-14
  0.916201198230E-05 -0.258820954815E-14  0.915994463797E-05 -0.338362943694E-14
 -0.281056173109E-05  0.406350875129E-13 -0.281035850953E-05 -0.379753666252E-13
  0.128517994902E-04 -0.960585110505E-15  0.128491847298E-04  0.161440895128E-14
  0.158247665688E-04 -0.320519932406E-14  0.158220432046E-04 -0.533204824638E-14
  0.303403241872E-05 -0.102498051559E-14  0.303332845758E-05 -0.686747128454E-14
 -0.274142451084E-06  0.133117356475E-14 -0.274104436961E-06 -0.164801637275E-16
  0.370066241090E-05  0.604526388622E-13  0.369386487368E-05 -0.638409907340E-13
 -0.214640166157E-05 -0.150501201221E-14 -0.214367424810E-05 -0.116455700349E-14
 -0.315024636754E-05 -0.108535977103E-14 -0.314725308084E-05 -0.122034374252E-15
 -0.142502181677E-05  0.264905578807E-14 -0.142398305337E-05 -0.955974381665E-15
  0.240367505475E-05  0.362706521082E-14  0.240127975943E-05 -0.615621075186E-14
 -0.196069235472E-05  0.112916673264E-14 -0.196022450811E-05  0.747992195187E-15
  0.321940418732E-05 -0.440976843011E-14  0.321836762836E-05  0.168878732207E-14
 -0.233148152532E-04  0.807970061580E-14 -0.233084784667E-04  0.130379615876E-13
 -0.478728502125E-05  0.127560766302E-14 -0.478554090043E-05  0.164617953265E-13
 -0.384587367683E-06  0.468249775536E-14 -0.381803739474E-06 -0.459386103380E-14
  0.230294793874E-05 -0.591910252346E-14  0.230232747396E-05 -0.374316741312E-15
 -0.137094948119E-04  0.955970597890E-13 -0.137073469757E-04 -0.834792871312E-13
 -0.212452002846E-05 -0.227792109664E-14 -0.212376760584E-05  0.661204370337E-15
