 -0.440088390774E+06  0.650385706014E-09
 -0.337899004506E+06  0.331227965101E-09
 -0.337898875222E+06  0.416822274423E-09
 -0.304149153485E+06  0.300606379097E-09
 -0.202799110781E+06  0.101070251344E-09
 -0.202799051635E+06  0.151635037836E-09
 -0.172532717624E+06  0.126968377307E-09
 -0.172532588243E+06  0.172043940009E-09
 -0.172532166678E+06  0.848465970317E-10
 -0.117979308089E+06  0.176996631756E-09
 -0.994518497616E+05  0.976062130163E-10
 -0.994517205143E+05  0.124788224049E-09
 -0.836550726814E+05  0.845602681912E-10
 -0.772218168543E+05  0.380176269219E-10
 -0.772212661047E+05  0.192338352359E-10
 -0.671302372850E+05  0.425483286079E-10
 -0.671301774562E+05  0.477296880318E-10
 -0.629676522820E+05  0.171328737330E-10
 -0.629675928126E+05  0.334511831809E-10
 -0.539087672552E+05  0.397359029250E-10
 -0.539086376006E+05  0.557655928047E-10
 -0.539082214963E+05  0.266921582764E-10
 -0.526509545786E+05  0.809529411817E-10
 -0.488658168569E+05  0.505100052146E-10
 -0.488656876997E+05  0.600177130712E-10
 -0.432953360342E+05  0.213571894926E-10
 -0.432947902090E+05  0.108906559743E-10
 -0.399048963353E+05  0.416493733405E-10
 -0.372614555527E+05  0.199163696145E-10
 -0.372613943811E+05  0.299405959182E-10
 -0.342617333276E+05  0.100901328486E-10
 -0.342616727801E+05  0.193854015206E-10
 -0.306337980244E+05  0.485584277594E-10
 -0.304298663462E+05  0.298821364368E-10
 -0.304297372504E+05  0.401653150703E-10
 -0.298674974638E+05  0.205306737150E-10
 -0.298673670466E+05  0.314280631640E-10
 -0.298669566639E+05  0.145564152942E-10
 -0.273230924386E+05  0.133417732015E-10
 -0.273225506603E+05  0.698146323144E-11
 -0.245677102109E+05  0.265884822406E-10
 -0.243114707896E+05  0.135417668481E-10
 -0.243114081988E+05  0.203832658639E-10
 -0.213731367072E+05  0.689039815672E-11
 -0.213730748489E+05  0.129995459219E-10
 -0.201582538469E+05  0.198207184769E-10
 -0.201581245607E+05  0.275747910602E-10
 -0.198299721269E+05  0.326462721506E-10
 -0.192964565134E+05  0.151465597444E-10
 -0.192963249316E+05  0.220629981294E-10
 -0.192959185859E+05  0.967133315976E-11
 -0.182255396285E+05  0.900580715390E-11
 -0.182249994203E+05  0.467735780040E-11
 -0.160134425769E+05  0.181706320253E-10
 -0.160046133544E+05  0.944685267819E-11
 -0.160045495516E+05  0.142432602774E-10
 -0.138995783170E+05  0.498185691800E-11
 -0.138995155061E+05  0.927832912879E-11
 -0.131397976277E+05  0.131271627312E-10
 -0.131396676054E+05  0.194462813756E-10
 -0.128116909990E+05  0.222928196831E-10
 -0.123832489505E+05  0.961976342881E-11
 -0.123831158652E+05  0.150191423719E-10
 -0.123827124366E+05  0.621625475738E-11
 -0.116882113088E+05  0.632309024069E-11
 -0.116876716310E+05  0.258191726383E-11
 -0.102334048526E+05  0.659100742202E-11
 -0.102333399189E+05  0.103487860312E-10
 -0.101490796535E+05  0.123845875858E-10
 -0.843997134742E+04  0.348173843393E-11
 -0.843990767014E+04  0.646220755117E-11
 -0.830317086521E+04  0.803116919899E-11
 -0.830303910418E+04  0.129079396481E-10
 -0.800037848216E+04  0.147829919102E-10
 -0.762367243873E+04  0.557396087363E-11
 -0.762353749661E+04  0.102784701951E-10
 -0.762313600850E+04  0.387316846387E-11
 -0.727241713593E+04  0.368833228188E-11
 -0.727187643605E+04  0.191764336250E-11
 -0.631247319531E+04  0.461667558030E-11
 -0.631240718008E+04  0.701938008600E-11
 -0.619285046299E+04  0.844927151764E-11
 -0.506832694373E+04  0.489926139652E-11
 -0.506819195300E+04  0.894435535352E-11
 -0.498336753295E+04  0.272729201133E-11
 -0.498330305658E+04  0.480132079893E-11
 -0.482265351863E+04  0.104308644219E-10
 -0.449056591057E+04  0.326586393289E-11
 -0.449042891459E+04  0.662653455871E-11
 -0.449002682247E+04  0.223729157258E-11
 -0.430111802942E+04  0.205544142601E-11
 -0.430057327326E+04  0.112394243659E-11
 -0.374163372556E+04  0.328574762334E-11
 -0.374156662284E+04  0.504979981233E-11
 -0.362935426098E+04  0.585405901170E-11
 -0.298443395731E+04  0.277370625911E-11
 -0.298429405047E+04  0.631250511307E-11
 -0.280169932366E+04  0.736345309738E-11
 -0.271219443087E+04  0.208400944792E-11
 -0.271212909854E+04  0.358641446733E-11
 -0.251201590446E+04  0.169408028017E-11
 -0.251187694629E+04  0.512207985158E-11
 -0.251147001122E+04  0.121003937024E-11
 -0.242556407441E+04  0.102470084001E-11
 -0.242501102720E+04  0.588363829115E-12
 -0.212441176239E+04  0.239341585633E-11
 -0.212434353590E+04  0.374529168954E-11
 -0.203491802263E+04  0.422285002373E-11
 -0.169345206495E+04  0.140747418029E-11
 -0.169330555400E+04  0.464188611840E-11
 -0.156561431784E+04  0.540986307229E-11
 -0.140431128607E+04  0.160925427764E-11
 -0.140424494361E+04  0.277102716669E-11
 -0.132181460985E+04  0.731534954834E-12
 -0.132167372761E+04  0.387587920075E-11
 -0.132125735410E+04  0.551461885730E-12
 -0.128147420920E+04  0.270991703113E-12
 -0.128090845883E+04  0.144707643678E-12
 -0.114778100405E+04  0.183326914819E-11
 -0.114771174512E+04  0.292955322632E-11
 -0.108277326869E+04  0.313689866209E-11
 -0.921206222301E+03  0.489703144999E-12
 -0.921051088739E+03  0.355785735348E-11
 -0.834942614947E+03  0.423840755803E-11
 -0.647895103857E+03  0.127342914254E-11
 -0.647827594972E+03  0.220723765376E-11
 -0.638333886109E+03  0.279095017462E-14
 -0.638190591375E+03  0.302428343531E-11
 -0.637762682583E+03  0.278562412467E-13
 -0.623442834939E+03 -0.944563630921E-13
 -0.622861125339E+03 -0.741938526091E-13
 -0.579264185380E+03  0.129874534445E-11
 -0.579193878177E+03  0.222795680745E-11
 -0.534048936263E+03  0.238745189339E-11
 -0.472782706420E+03  0.905860949998E-13
 -0.472616589184E+03  0.280632550921E-11
 -0.415142247725E+03  0.343495594144E-11
 -0.264716786998E+03 -0.495564518190E-12
 -0.264570819771E+03  0.263305340244E-11
 -0.264129238514E+03 -0.336438513992E-12
 -0.261383298184E+03 -0.245887257275E-12
 -0.260786565333E+03 -0.109972865458E-12
 -0.260564358599E+03  0.105674619472E-11
 -0.260492760211E+03  0.185441767857E-11
 -0.258660030195E+03  0.116686404484E-11
 -0.258591248770E+03  0.192749652296E-11
 -0.229413885999E+03  0.192449815909E-11
 -0.220960733542E+03 -0.515997134590E-13
 -0.220784214094E+03  0.366335250909E-11
 -0.182688357896E+03  0.165457758422E-11
 -0.943332600696E+02  0.114773920260E-11
 -0.942575917312E+02  0.144657207421E-11
 -0.893245681233E+02 -0.282768015232E-10
 -0.891498580731E+02  0.433038671587E-12
 -0.817996161685E+02 -0.182348411013E-11
 -0.811595884635E+02  0.887541129174E-13
 -0.785575105948E+02 -0.205530624156E-11
 -0.784081291427E+02 -0.981347556860E-12
 -0.779436517669E+02 -0.242099619011E-11
 -0.740154706065E+02  0.272362721421E-11
 -0.681109821089E+02  0.481227074604E-11
 -0.680402652501E+02  0.244555424872E-11
 -0.661466488262E+02 -0.369483655178E-11
 -0.319999054327E+02 -0.932867888930E-10
 -0.318169403196E+02  0.278024685641E-09
 -0.254519300703E+02  0.240761748286E-10
 -0.253631063532E+02 -0.148346392547E-10
 -0.213720457367E+02 -0.201183128565E-09
 -0.177586545505E+02 -0.513643493110E-09
 -0.170035780230E+02  0.503767647515E-10
 -0.160223470894E+02  0.675818750209E-11
 -0.141622843239E+02 -0.932257598912E-10
 -0.139372435381E+02 -0.267288239177E-09
 -0.137850435192E+02 -0.142293241260E-08
 -0.136149624494E+02  0.112906809831E-08
 -0.130625254443E+02  0.253136168081E-09
 -0.102678801477E+02  0.346438036512E-09
 -0.102466892381E+02 -0.192632278744E-08
 -0.101887349877E+02  0.151047586420E-09
