   0.00000000       1.39435399       1.09583938       1.39435399       1.09583938       3.39220572       1.09583938       3.39220572       3.41332865    
   0.00000000       1.39109886       1.09227443       1.39109886       1.09227443       3.39631486       1.09227443       3.39631486       3.41758347    
   0.00000000      -4.89533091       1.08872294      -4.89533091       1.08872294       3.40045810       1.08872294       3.40045810       3.42186928    
   0.00000000      -4.89856482       1.08518505      -4.89856482       1.08518505       3.40463567       1.08518505       3.40463567       3.42618608    
   0.00000000      -4.90178871      -5.20152521      -4.90178871      -5.20152521       3.40884781      -5.20152521       3.40884781       3.43053389    
   0.00000000      -4.90500212      -5.20503664      -4.90500212      -5.20503664       3.41309452      -5.20503664       3.41309452       3.43491244    
   0.00000000      -4.90820503      -5.20853472      -4.90820503      -5.20853472       3.41737580      -5.20853472       3.41737580       3.43932199    
   0.00000000      -4.91139746      -5.21201992      -4.91139746      -5.21201992       3.42169142      -5.21201992       3.42169142       3.44376230    
   0.00000000      -4.91458035      -5.21549225      -4.91458035      -5.21549225       3.42604184      -5.21549225       3.42604184       3.44823337    
   0.00000000       1.36543250       1.06423342       1.36543250       1.06423342       3.43042707       1.06423342       3.43042707       3.45273566    
   0.00000000       1.36227000       1.06078660       1.36227000       1.06078660       3.43484688       1.06078660       3.43484688       3.45726848    
   0.00000000       1.35911751       1.05735254       1.35911751       1.05735254       3.43930125       1.05735254       3.43930125       3.46183205    
   0.00000000       1.35597491       1.05393100       1.35597491       1.05393100       3.44379067       1.05393100       3.44379067       3.46642661    
   0.00000000       1.35284221       1.05052197       1.35284221       1.05052197       3.44831491       1.05052197       3.44831491       3.47105169    
   0.00000000       1.34971941       1.04712534       1.34971941       1.04712534      -2.83031154       1.04712534      -2.83031154      -2.80747795    
   0.00000000       1.34660625       1.04374099       1.34660625       1.04374099      -2.82571745       1.04374099      -2.82571745      -2.80279136    
   0.00000000       1.34350276       1.04036880       1.34350276       1.04036880      -2.82108879       1.04036880      -2.82108879      -2.79807448    
   0.00000000       1.34040892       1.03700876       1.34040892       1.03700876      -2.81642509       1.03700876      -2.81642509      -2.79332685    
   0.00000000       1.33732462       1.03366077       1.33732462       1.03366077      -2.81172657       1.03366077      -2.81172657      -2.78854895    
   0.00000000       1.33424997       1.03032470       1.33424997       1.03032470      -2.80699325       1.03032470      -2.80699325      -2.78374052    
   0.00000000       1.33118463       1.02700055       1.33118463       1.02700055      -2.80222487       1.02700055      -2.80222487      -2.77890158    
   0.00000000       1.32812881       1.02368820       1.32812881       1.02368820      -2.79742169       1.02368820      -2.79742169      -2.77403259    
   0.00000000       1.32508230       1.02038753       1.32508230       1.02038753      -2.79258347       1.02038753      -2.79258347      -2.76913333    
   0.00000000       1.32204509       1.01709843       1.32204509       1.01709843      -2.78771067       1.01709843      -2.78771067      -2.76420379    
   0.00000000       1.31901717       1.01382101       1.31901717       1.01382101      -2.78280282       1.01382101      -2.78280282      -2.75924444    
   0.00000000       1.31599844       1.01055491       1.31599844       1.01055491      -2.77786016       1.01055491      -2.77786016      -2.75425506    
   0.00000000       1.31298876       1.00730026       1.31298876       1.00730026      -2.77288270       1.00730026      -2.77288270      -2.74923563    
   0.00000000       1.30998826       1.00405693       1.30998826       1.00405693      -2.76787066       1.00405693      -2.76787066      -2.74418664    
   0.00000000       1.30699670       1.00082481       1.30699670       1.00082481      -2.76282382       1.00082481      -2.76282382      -2.73910785    
   0.00000000       1.30401421      0.997603774       1.30401421      0.997603774      -2.75774217      0.997603774      -2.75774217      -2.73399949    
   0.00000000       1.30104065      0.994393885       1.30104065      0.994393885      -2.75262618      0.994393885      -2.75262618      -2.72886157    
