 -2  5      -1  2 -3       0  1 -2     1 -2  3    -2  3 -4
               (0.0000000000000000,0.0000000000000000)             (-267.58575786883091,-63.882569151229518)               (330.45649793148891,199.29793740912419)              (-366.21839516107468,169.33812647715172)              (-178.32085120606760,22.867038561048503)              (-80.234519584619648,239.17807652205551)              (1615.0744237112456,-494.32133257169335)              (-33.903662923758930,210.02903582061120)              (143.36702705438438,-938.35247348758503)
               (0.0000000000000000,0.0000000000000000)             (-267.58770188291925,-63.875131962058049)               (330.46010481465919,199.29141725803856)              (-366.21598329592427,169.34592491946592)              (-178.31995274125737,22.869196952775269)              (-80.195053281162018,239.29244736837200)              (1615.0595063622043,-494.34390240194989)              (-33.858543954786001,210.11099802494613)              (143.66145881676312,-937.83979029170337)
               (0.0000000000000000,0.0000000000000000)             (-267.59666509433993,-63.857949898485003)               (330.45479693638799,199.29501970097931)              (-366.21505229818229,169.36635236876577)              (-178.31995340607205,22.867238887361850)              (-80.187250014244910,239.43449021308072)              (1615.0644092536998,-494.31990845406290)              (-33.834780415844762,210.21583793418711)              (143.82133855740358,-937.18469886559319)
               (0.0000000000000000,0.0000000000000000)             (-267.61770885947902,-63.834860500728382)               (330.43684562605972,199.30055104596795)              (-366.22201395602292,169.39841651434904)              (-178.31844274458433,22.861818843204901)              (-80.221165122583898,239.58715379876219)              (1615.0601480968635,-494.24548002430402)              (-33.840901530642441,210.33164955916641)              (143.78814223474546,-936.46766112847808)
               (0.0000000000000000,0.0000000000000000)             (-267.65343999779606,-63.812781407535113)               (330.40732453452028,199.30032718655730)              (-366.24229560275739,169.43827319743400)              (-178.31366914957619,22.854729594259993)              (-80.297222491915363,239.73023793509969)              (1615.0189697074268,-494.13337316831530)              (-33.878809845403566,210.44396856582091)              (143.55251330123428,-935.78916364686256)
               (0.0000000000000000,0.0000000000000000)             (-267.49321867965165,-64.922345347174314)               (329.86092940572166,200.81093178262108)              (-366.63924590175179,166.15547789709854)              (-178.09307805171949,21.388467924788870)              (-79.768308663930839,240.13132343499359)              (1614.1347797284607,-477.76526309448946)              (-33.545397247327628,210.38862460697942)              (141.59427942523143,-940.77161698869475)
               (0.0000000000000000,0.0000000000000000)             (-267.49957076168414,-64.907905627654372)               (329.85756898732188,200.81412617181581)              (-366.63704491273450,166.17213286752099)              (-178.09321524055562,21.387031268788064)              (-79.749462874595793,240.25477313466558)              (1614.1392127243075,-477.74971819667189)              (-33.514306786942825,210.48109346718394)              (141.81270293410489,-940.15979717274411)
               (0.0000000000000000,0.0000000000000000)             (-267.51566973682634,-64.886552797550394)               (329.84058776437132,200.82306689820280)              (-366.64108346979026,166.20014785593344)              (-178.09246312184490,21.381183663098341)              (-79.767395440054770,240.39211024679810)              (1614.1430908311688,-477.68039338879953)              (-33.509972520654173,210.58643286673845)              (141.85508531325468,-939.46124381780533)
               (0.0000000000000000,0.0000000000000000)             (-267.54522431945105,-64.863452736634144)               (329.80953793216372,200.82806972257595)              (-366.65688644158854,166.23618958751968)              (-178.08860636972449,21.372455278408324)              (-79.824683083208129,240.52481138747703)              (1614.1163483959845,-477.56452140085730)              (-33.535317942264783,210.69102566192515)              (141.69715693785110,-938.77085659636987)
               (0.0000000000000000,0.0000000000000000)             (-267.58832665557566,-64.846112582975593)               (329.76893453007369,200.82197833606165)              (-366.68764641833081,166.27440239793259)              (-178.08054851533103,21.363314452577924)              (-79.914320066697655,240.63535393793495)              (1614.0366972343913,-477.42559648571569)              (-33.586465465891933,210.78182470456125)              (141.36699629247050,-938.18424969668285)
               (0.0000000000000000,0.0000000000000000)             (-267.26004205351649,-65.846803595257825)               (329.12661854898442,202.11565812827894)              (-366.41498776863341,162.64123607961028)              (-177.54763716188705,19.854760196951815)              (-79.256537253213992,240.56790282319662)              (1611.9692375390521,-464.37662589347929)              (-32.755882803751547,210.77811316542346)              (137.34028180892892,-943.24343129270096)
               (0.0000000000000000,0.0000000000000000)             (-267.27178033536381,-65.828689986181644)               (329.11176816611908,202.12769047820507)              (-366.41607685272720,162.66427710799644)              (-177.54751777747498,19.848764435156568)              (-79.259882413625746,240.68667065203670)              (1611.9790622112632,-464.31385341341775)              (-32.741908504596950,210.87099092716988)              (137.44851658576772,-942.59924067878171)
               (0.0000000000000000,0.0000000000000000)             (-267.29409479171443,-65.807111976747819)               (329.07940092795855,202.13943108979242)              (-366.42677202668744,162.69547830133934)              (-177.54446076730972,19.838590887798887)              (-79.298377416901985,240.80556420491246)              (1611.9651678351931,-464.19614148219171)              (-32.754952140335945,210.96599245180630)              (137.37070099712219,-941.93505387441883)
               (0.0000000000000000,0.0000000000000000)             (-267.32899990229271,-65.787605591308420)               (329.03295594381734,202.14040901702651)              (-366.45069338911605,162.72990419047505)              (-177.53669521007333,19.826671317062051)              (-79.367778089121657,240.90824224065068)              (1611.8996474128121,-464.04246548538322)              (-32.792532848515293,211.05066704947785)              (137.11864479607357,-941.34286687471422)
               (0.0000000000000000,0.0000000000000000)             (-267.37476753724303,-65.777082372419954)               (328.98036747478614,202.12486072269235)              (-366.48856237293262,162.76135073151750)              (-177.52396351138876,19.816012684808925)              (-79.456074298821022,240.98249573795988)              (1611.7685772494249,-463.88543735267922)              (-32.846633518533054,211.11555518824525)              (136.75065237529634,-940.89720154732731)
               (0.0000000000000000,0.0000000000000000)             (-267.12582644240683,-66.680448264688039)               (328.58581108725309,203.33817653751794)              (-365.89638097806335,159.65686994759130)              (-176.95511144871477,18.593860231625285)              (-78.333540804103905,241.07458822885047)              (1612.5023994292237,-451.95723999685470)              (-32.010921183961500,211.57380661884812)              (132.80643836073796,-947.41788917881763)
               (0.0000000000000000,0.0000000000000000)             (-267.14195086419738,-66.662445121344263)               (328.55477815379811,203.35690676524496)              (-365.90227161488099,159.68214166559278)              (-176.95302171597123,18.582645537368080)              (-78.355264452170104,241.17806997937817)              (1612.5006053064362,-451.84111077313446)              (-32.013037756754557,211.65875698599433)              (132.80080705168439,-946.81099251994863)
               (0.0000000000000000,0.0000000000000000)             (-267.16764448693300,-66.643976892838737)               (328.50406223075868,203.36756860693231)              (-365.91900115773501,159.71150654993448)              (-176.94588470620863,18.568274347840088)              (-78.405541665105375,241.27122128926089)              (1612.4508048545053,-451.67734983310402)              (-32.038295671158266,211.73699698264556)              (132.62995101514389,-946.24544835978372)
               (0.0000000000000000,0.0000000000000000)             (-267.20352024929957,-66.630062870248366)               (328.44151117614547,203.36005173812259)              (-365.94793268831472,159.73959144245146)              (-176.93272750350644,18.553995244589260)              (-78.475377746038248,241.34192402934650)              (1612.3315920456280,-451.49623850181160)              (-32.080243964391684,211.79895969393777)              (132.33513729351580,-945.79529097607656)
               (0.0000000000000000,0.0000000000000000)             (-267.24663917878451,-66.626361508647051)               (328.37831432595976,203.33117463749090)              (-365.98753968577114,159.76096675518511)              (-176.91438712217973,18.543105928498221)              (-78.550706268982367,241.38420534884824)              (1612.1409415548692,-451.33675422192573)              (-32.128861552464741,211.83967658537222)              (131.99136876058492,-945.50403864291320)
               (0.0000000000000000,0.0000000000000000)             (-267.08146634331814,-67.623234830195543)               (328.14356807054548,204.74195129466489)              (-365.83217111356009,156.91785829692731)              (-176.59806759795424,17.383068398341038)              (-77.458956078387928,241.96095658921951)              (1613.8103205657940,-437.19148132172086)              (-31.610734534414405,212.34917208626115)              (129.57238515108656,-951.36690623486970)
               (0.0000000000000000,0.0000000000000000)             (-267.09944809848866,-67.608371882782876)               (328.09298887422949,204.76319065829603)              (-365.84243044626521,156.94098436708805)              (-176.59209177228780,17.366823804632645)              (-77.492982253078480,242.04452476725942)              (1613.7779552685511,-437.02391753824850)              (-31.625457365340935,212.42163505365102)              (129.47570141606229,-950.85109469451470)
               (0.0000000000000000,0.0000000000000000)             (-267.12482436989154,-67.594849863848140)               (328.02348190624093,204.76757185518591)              (-365.86270112428679,156.96448365483593)              (-176.57933881135540,17.349363279811541)              (-77.546742901413836,242.11133026440257)              (1613.6764909733170,-436.82612925871763)              (-31.657219617166220,212.48133863455848)              (129.25652683098087,-950.42006573056142)
               (0.0000000000000000,0.0000000000000000)             (-267.15742111180901,-67.586671504409878)               (327.94731178655934,204.74698057792421)              (-365.89237320077609,156.98359931436630)              (-176.56000695872075,17.334449516954351)              (-77.608711063496003,242.15429943971287)              (1613.4957841126500,-436.63689975250509)              (-31.697261122989630,212.52241873656425)              (128.97354001838175,-950.12089737785209)
               (0.0000000000000000,0.0000000000000000)             (-267.19391040336018,-67.588051381580954)               (327.87808541433401,204.70214642046221)              (-365.92846849156672,156.99448177673457)              (-176.53619360706043,17.325226163863590)              (-77.665202718117598,242.17328115809710)              (1613.2483378028110,-436.49654811023629)              (-31.735432145758523,212.54425674945804)              (128.70320304625420,-949.96432103112761)
               (0.0000000000000000,0.0000000000000000)             (-266.95932920805137,-68.657065875650915)               (327.57194841655030,206.21988334336356)              (-365.98569683291510,153.78940845207126)              (-176.28380901779312,15.982866340353326)              (-76.868395045945363,242.81537219471329)              (1612.9257225079582,-421.76080091289805)              (-31.160498474330097,212.80886195015410)              (126.16996484086667,-953.72154551834831)
               (0.0000000000000000,0.0000000000000000)             (-266.97619143458564,-68.646791913889274)               (327.50168005130172,206.23770085151182)              (-365.99837490392736,153.80717966245265)              (-176.27239058904004,15.963008943612181)              (-76.909181206006451,242.87921073802772)              (1612.8470930895287,-421.55529946351544)              (-31.183818023627737,212.86786942822570)              (126.01966619052837,-953.32182903740591)
