  0.325468022493E+01  0.247136842905E+01  0.770685921096E+01
  0.326076923248E+01  0.247738961731E+01  0.767810138629E+01
  0.328498438527E+01  0.245175071269E+01  0.771364148612E+01
  0.323853466789E+01  0.247875402083E+01  0.770805251336E+01
  0.327086333071E+01  0.247861294075E+01  0.765949425676E+01
