 -0.846031921227E-01 -0.104512300794E+00 -0.268133141364E+00
 -0.843540061112E-01 -0.104717712308E+00 -0.269192143952E+00
 -0.854272086443E-01 -0.103720422795E+00 -0.268689068594E+00
 -0.839266486096E-01 -0.105205075016E+00 -0.267897250254E+00
 -0.849451648842E-01 -0.104010481456E+00 -0.270129033918E+00
