  0.392309775743E+01  0.361676253720E+01  0.822186757374E+01
  0.393790358967E+01  0.361477645939E+01  0.820405548859E+01
  0.394246375231E+01  0.359650994718E+01  0.823727984130E+01
  0.391092130754E+01  0.363379437011E+01  0.819910093345E+01
  0.396936807667E+01  0.358809312791E+01  0.822290192221E+01
